1n,2n,3n,4n,5n,6r,7r,8r,9r,10r,11r,12n,13n,14n,15n,16n,17n,18n,19n,20n,21n,22n,23n,24n,25n,26n,27n,28n,29n,30n,31n,32n,33n,34n,35n,36r,37r,38r,39r,40r,41r,42r,43r,44r,45r,46r,47r,48r,49r,50r,51r,52r,53r,54r,55r,56r,57r,58r,59r,60r,61r,62r,63r,64r,65r,66r,67r,68r,69r,70r,71r,72r,73r,74r,75r,76r,77r,78r,79r,80r,81r,82r,83r,84n,85n,86n,87n,88n,89n,90r,91r,92r,93r,94r,95r,96r,97r,98r,99r,100r,101r
0.06517594,0.630814,0.07359291,0.2355791,0.3252866,0.7035657,0.5386385,0.6413751,0.5916256,0.662345,0.411721,0.5500979,0.7607425,0.5713485,0.6704727,0.5398734,0.5355399,0.7726393,0.699138,0.5795378,0.6676509,0.4914976,0.4583948,0.07234558,0.1018424,0.08827025,0.3395806,0.1496309,0.1503643,0.5520687,0.5114239,0.5880921,0.6914105,0.8244938,0.5694874,0.5098275,0.4605546,0.5863906,0.5846276,0.5183075,0.5469748,0.4833688,0.5588282,0.4318362,0.4761382,0.628854,0.6276459,0.1285265,0.164468,0.2298363,0.3014101,0.4243182,0.4737099,0.3359577,0.6066539,0.5506558,0.5252691,0.4225089,0.2550668,0.3438383,0.6228685,0.3974327,0.175496,0.3689115,0.09921396,0.2428177,0.7003139,0.3179397,0.2020573,0.193626,0.4743375,0.5594256,0.5597802,0.3833895,0.6470444,0.6291043,0.663977,0.5400736,0.2706866,0.2353527,0.2704285,0.7231354,0.5400439,0.7640581,0.3383238,0.7295838,0.4807,0.690642,0.7648283,0.4211694,0.2981167,0.5483637,0.4133975,0.776239,0.8483988,0.6823301,0.6521035,0.6192425,0.7527033,0.8107194,0.543652
0.06593153,0.6363895,0.07320637,0.2347442,0.3153006,0.7009974,0.5439404,0.6388556,0.5965275,0.6617419,0.4072735,0.5423009,0.7568741,0.5674902,0.6702405,0.5397563,0.5354171,0.7862965,0.6979654,0.5792747,0.6677026,0.4924126,0.4605235,0.07792486,0.1210549,0.09540433,0.3346756,0.1333544,0.1482133,0.5447266,0.5030199,0.618036,0.6874656,0.8096889,0.5572519,0.5086796,0.4633106,0.5885635,0.5837423,0.5203716,0.544012,0.4798491,0.555832,0.4309228,0.4764746,0.6289471,0.6268694,0.1263149,0.1566283,0.2263301,0.3052232,0.4145171,0.4686641,0.3540876,0.5820421,0.5520017,0.5007857,0.3936751,0.274418,0.334629,0.641493,0.3972146,0.1875092,0.3501174,0.09212063,0.2708752,0.7122852,0.296469,0.1953142,0.1875601,0.4819586,0.563038,0.556642,0.3991154,0.6489753,0.6266139,0.6632423,0.5392287,0.2627239,0.2412155,0.2816332,0.7303775,0.5384382,0.7628378,0.3582327,0.7237283,0.4725834,0.6884337,0.752285,0.3888,0.3073199,0.5213206,0.3902352,0.761951,0.8451595,0.6793863,0.6534823,0.6171504,0.7468882,0.8111027,0.5446125
0.06426234,0.6118477,0.07352322,0.2318407,0.3005346,0.6928455,0.5548026,0.6364026,0.6016689,0.661543,0.4228212,0.5336509,0.7471815,0.5729626,0.6694963,0.5392724,0.5356654,0.7968556,0.6957555,0.5804539,0.6670245,0.4947674,0.4551203,0.06677458,0.1418959,0.07221777,0.3223864,0.1927297,0.1451923,0.5409334,0.4894445,0.6471775,0.6832013,0.8182203,0.5948567,0.5143038,0.4622222,0.5924751,0.5874018,0.5142736,0.5528938,0.4905947,0.5507564,0.4255977,0.4766313,0.6290665,0.6286696,0.1290368,0.1686906,0.2370189,0.3130381,0.4369179,0.4788533,0.3333089,0.6148106,0.5475482,0.5708665,0.3703784,0.2938262,0.3260284,0.6590844,0.4082387,0.1584228,0.3412097,0.07488792,0.276359,0.726931,0.3991916,0.1814885,0.1997883,0.4474306,0.532878,0.5541848,0.3679796,0.6447256,0.6340787,0.660737,0.5406699,0.2944514,0.2375165,0.258791,0.7186882,0.5348416,0.761847,0.3201734,0.7180965,0.4637939,0.6823775,0.7757074,0.3755665,0.2899346,0.5724537,0.4900864,0.7236391,0.8479361,0.6855139,0.6477062,0.6150135,0.7580127,0.8096558,0.5450957
0.06310268,0.6186876,0.07199375,0.2299319,0.2892204,0.6861714,0.5603282,0.6339331,0.6069391,0.6614379,0.4338902,0.5153766,0.7503609,0.5749601,0.6694314,0.5393693,0.5354919,0.794988,0.6967533,0.5799395,0.6674193,0.498454,0.4429999,0.05967179,0.1819554,0.05214217,0.3292762,0.1648237,0.1412842,0.5328125,0.4943632,0.6610949,0.6784679,0.8152905,0.608196,0.515954,0.4604253,0.5953286,0.5854937,0.510091,0.5558037,0.495196,0.5526873,0.4231735,0.4763692,0.6289583,0.6300855,0.1291146,0.1723526,0.2409506,0.3170168,0.4285677,0.4895209,0.3363375,0.6285797,0.5357831,0.5486631,0.3583588,0.3147848,0.3168893,0.6834672,0.4015129,0.1475807,0.3352591,0.06323195,0.281858,0.7207915,0.3442612,0.1772491,0.2188425,0.4368411,0.5421514,0.5511149,0.3754863,0.6434977,0.6365993,0.6617102,0.5397674,0.3113941,0.2318164,0.2471583,0.6906572,0.532896,0.7549032,0.310739,0.7033285,0.4544788,0.6754757,0.7867833,0.3613683,0.2761973,0.595917,0.4368849,0.7399715,0.839687,0.6921343,0.6491975,0.6102301,0.7554711,0.8103602,0.5461439
0.0639709,0.6046481,0.0727281,0.232965,0.294602,0.6893361,0.5493699,0.631475,0.6124147,0.6603305,0.428405,0.5247299,0.7439292,0.576516,0.6694046,0.5396167,0.5356654,0.7913615,0.6947031,0.5807603,0.6672044,0.5030405,0.4501769,0.05281118,0.1615886,0.06323525,0.3340837,0.1796409,0.1435377,0.5368137,0.4987226,0.6326573,0.6734527,0.8124364,0.5821603,0.5126681,0.4611469,0.5939978,0.5864186,0.5122827,0.5500313,0.4869732,0.5515626,0.4277269,0.4766609,0.629024,0.631439,0.1288241,0.1762352,0.2445345,0.3090016,0.4328059,0.4841681,0.3443945,0.6216393,0.5415403,0.5938159,0.3807086,0.3380965,0.3055324,0.6733229,0.4169494,0.1511217,0.3287283,0.04767748,0.2791053,0.7311477,0.3697942,0.1875559,0.2092811,0.4558609,0.5263315,0.5523199,0.3604145,0.6460598,0.639349,0.662631,0.5417886,0.2804959,0.2319746,0.2354071,0.6895288,0.5309922,0.7602603,0.3291387,0.7109436,0.4444127,0.6661885,0.7841945,0.3512227,0.2817223,0.6188815,0.4614106,0.7412882,0.8446281,0.688693,0.650655,0.6126968,0.7604905,0.8086469,0.5455667
0.06008241,0.5970809,0.07285297,0.2287097,0.2815593,0.6822996,0.5773963,0.6290085,0.6179726,0.659853,0.4506929,0.4939752,0.7408398,0.5767395,0.6693824,0.5389963,0.5357577,0.7933338,0.6938502,0.5819286,0.6668444,0.5293053,0.4342175,0.03518929,0.2193147,0.04329075,0.3212534,0.2144747,0.1366193,0.5256049,0.4843563,0.6841151,0.6682588,0.8034166,0.6341066,0.5172319,0.4647352,0.5972657,0.5884785,0.5029354,0.5585642,0.4993027,0.5494673,0.416833,0.4757229,0.6288176,0.6330718,0.1254113,0.1801384,0.2565414,0.3249832,0.4409944,0.494829,0.3608381,0.6294761,0.5208362,0.6152391,0.3420427,0.4170364,0.2792306,0.6947258,0.4607639,0.1476778,0.3237966,0.01625691,0.274911,0.7321112,0.4597417,0.1734631,0.2286408,0.4167612,0.5098088,0.550496,0.3533485,0.6392766,0.6420273,0.6597892,0.5431514,0.3310519,0.238853,0.2004765,0.6618646,0.5268853,0.7495596,0.302218,0.6981785,0.4228783,0.6584026,0.7910914,0.3323666,0.2680346,0.6391702,0.5148736,0.6982083,0.8286699,0.6955388,0.6461776,0.6076341,0.7629023,0.8097691,0.5473133
0.05924675,0.5802795,0.07251099,0.2289413,0.2787218,0.679466,0.5659543,0.6265642,0.6236423,0.6600491,0.4395822,0.4827944,0.7379476,0.5763628,0.6691147,0.5385648,0.5358564,0.7970148,0.6929427,0.5813139,0.6666112,0.5085065,0.4248554,0.04386522,0.2017331,0.03349268,0.3270299,0.2022989,0.1340677,0.5217986,0.4794503,0.6940759,0.6623886,0.8076987,0.6211202,0.5190744,0.4645577,0.5960172,0.5894523,0.5076746,0.5613744,0.5047747,0.5487835,0.4197808,0.4761251,0.6283858,0.6351801,0.1288059,0.1835085,0.2521962,0.3291001,0.4454438,0.504418,0.3705728,0.6251378,0.5301691,0.654101,0.3488318,0.3609947,0.2930755,0.6997503,0.4296414,0.146476,0.3230193,0.0121016,0.2697591,0.7260563,0.4911433,0.1729522,0.2517231,0.4270599,0.50309,0.550149,0.3400584,0.640511,0.64829,0.658951,0.5464193,0.3794182,0.2434726,0.2132381,0.6813821,0.5250416,0.7398902,0.2930842,0.6942265,0.4119569,0.6520479,0.7853895,0.3213586,0.2589711,0.659521,0.570389,0.69419,0.8203369,0.6986588,0.6431949,0.6050746,0.7650619,0.8088213,0.5466349
0.05512444,0.5888203,0.07320148,0.2291962,0.2844068,0.678249,0.5717031,0.6242337,0.629451,0.660326,0.4454964,0.505084,0.7355434,0.5767849,0.668641,0.5386912,0.535874,0.7957498,0.69212,0.5810712,0.6664678,0.5186829,0.4152672,0.02499671,0.2377506,0.02353141,0.3240825,0.2104315,0.1391711,0.5291138,0.4740572,0.6735493,0.6562015,0.8053821,0.6472201,0.5201527,0.4653565,0.5984727,0.5905431,0.5054104,0.5641769,0.5094876,0.5502376,0.4182421,0.4752734,0.6286463,0.6372709,0.1270017,0.1870895,0.2482381,0.3210103,0.4496107,0.499807,0.3518621,0.6307319,0.525307,0.6344554,0.3438441,0.3901437,0.266255,0.7026398,0.4442705,0.1522236,0.3241568,0.03299965,0.2645994,0.7286455,0.4295261,0.1728647,0.2391183,0.4089043,0.5183231,0.5495697,0.3465174,0.6420721,0.6447156,0.6580124,0.5446306,0.3537154,0.2520106,0.2242758,0.6550928,0.5289241,0.7440389,0.2844441,0.694381,0.4338736,0.653743,0.7891542,0.3392525,0.2495681,0.6787794,0.5437728,0.6806808,0.8337215,0.7015532,0.6447363,0.6024162,0.7670732,0.8083736,0.5467935
0.03798015,0.5613148,0.07493725,0.230116,0.2784562,0.6738339,0.5938428,0.6192679,0.6421537,0.6593938,0.467585,0.4594838,0.7288003,0.5731795,0.6681501,0.5382583,0.5358343,0.7903121,0.6905416,0.5834697,0.665748,0.5240947,0.3992697,0.01446005,0.2538039,0.01581647,0.3170138,0.2136101,0.1279982,0.5138307,0.4633878,0.709397,0.6495047,0.8013536,0.6604306,0.5226547,0.4657715,0.6012867,0.5913368,0.4972076,0.5723125,0.5196121,0.5483384,0.4149053,0.474556,0.6277059,0.6415198,0.1237275,0.190207,0.2707023,0.3419471,0.4539461,0.5092079,0.3903708,0.6003933,0.5059493,0.6876752,0.3429984,0.4432988,0.2531737,0.7021725,0.4935759,0.1568244,0.3292143,0.05888295,0.2573965,0.7189021,0.5217185,0.1717893,0.2653594,0.3884798,0.4950651,0.5472671,0.3343664,0.6369296,0.652018,0.6569558,0.5505268,0.4058056,0.3004825,0.1789134,0.6423906,0.518768,0.7333704,0.2762039,0.6917033,0.4001423,0.643417,0.7803563,0.3143077,0.2240457,0.7212934,0.5973321,0.6684228,0.7919438,0.7040675,0.641654,0.5964556,0.7690182,0.8108926,0.5516025
0.05021469,0.5510392,0.07683955,0.231438,0.2874005,0.6759313,0.5830547,0.6217481,0.6358019,0.6580092,0.4612986,0.4710662,0.7310197,0.5746626,0.6663049,0.5378512,0.5357993,0.7835169,0.6893346,0.5825959,0.6660725,0.5348426,0.393827,0.02044669,0.2661223,0.01552934,0.309347,0.2149967,0.1310155,0.5180887,0.4683034,0.7023075,0.6344627,0.799567,0.6732817,0.5241636,0.4669679,0.6028084,0.5921555,0.5003464,0.5696092,0.5239365,0.5478625,0.4158309,0.4737931,0.6272274,0.6432703,0.1223897,0.1935181,0.26148,0.3372722,0.463315,0.5136685,0.386365,0.613063,0.5135447,0.6710885,0.341656,0.5000729,0.2302949,0.698061,0.4769695,0.1763082,0.3379698,0.03669589,0.2581467,0.710328,0.5518136,0.1709188,0.2960278,0.4009571,0.4867794,0.5454249,0.3292304,0.6352307,0.6556572,0.6560896,0.5528724,0.4664834,0.2650323,0.1902216,0.6491037,0.5232622,0.7365492,0.2694391,0.6883049,0.3782783,0.6422419,0.7667853,0.3011726,0.2373863,0.6951476,0.6232626,0.6678869,0.8103891,0.7083089,0.6390432,0.5994956,0.7708585,0.812287,0.5485826
0.04509404,0.5708911,0.07534102,0.2327392,0.280179,0.6714481,0.5884026,0.6167927,0.6484516,0.6564053,0.4559954,0.4481863,0.733225,0.5717246,0.667299,0.5375229,0.5358581,0.7864785,0.6879254,0.5843784,0.6663063,0.5134796,0.4064564,0.01651156,0.2737893,0.02069299,0.301021,0.2106174,0.1251482,0.5091181,0.4576882,0.7166097,0.6421416,0.7977526,0.6858142,0.5214641,0.4654072,0.5998866,0.5931023,0.4940548,0.566829,0.5143036,0.5475345,0.4140091,0.4727651,0.6281577,0.6394606,0.122167,0.1967683,0.266006,0.3331772,0.4585763,0.5180159,0.3967494,0.5814734,0.4888872,0.6987066,0.3506397,0.4738775,0.240133,0.6899622,0.5106523,0.1657569,0.3502343,0.08237349,0.2593347,0.7004072,0.5802712,0.1682889,0.2806549,0.3943336,0.4796171,0.5482507,0.3249836,0.6379724,0.6596845,0.654748,0.5482643,0.4358877,0.280058,0.1682791,0.643227,0.5210486,0.7359146,0.264129,0.6867971,0.3889063,0.6473429,0.7741346,0.3079333,0.2098313,0.7097881,0.6474688,0.6657637,0.7828112,0.7062742,0.6403035,0.5934397,0.7724159,0.8117535,0.5501449
0.02344004,0.5285016,0.07825155,0.2336353,0.3055647,0.6687749,0.6056301,0.6144491,0.6547676,0.6547453,0.4736159,0.4189063,0.7241579,0.5699882,0.6629395,0.5371936,0.5359225,0.7795063,0.6833377,0.5866091,0.6653325,0.5410436,0.3866616,0.02358959,0.2794682,0.03359219,0.2833992,0.1972605,0.117576,0.497348,0.4472468,0.7234568,0.6180086,0.7945264,0.6976951,0.5257171,0.4707247,0.606032,0.5945473,0.4906685,0.5775286,0.5326797,0.54702,0.4095175,0.4714687,0.6262124,0.6480192,0.1219961,0.2019775,0.28519,0.3565471,0.4717892,0.5308526,0.3957117,0.5603265,0.4851373,0.7086766,0.3692469,0.5269004,0.2072708,0.6699714,0.5257718,0.2169497,0.3822003,0.1267892,0.2622148,0.6906773,0.6070443,0.1644312,0.3224839,0.3818454,0.4726734,0.5421614,0.3218238,0.6337555,0.6728784,0.6504848,0.5609943,0.5587635,0.3235004,0.1588821,0.645916,0.5165421,0.7335582,0.260156,0.684933,0.367044,0.6186441,0.7538888,0.2862422,0.1941633,0.734003,0.7094773,0.660077,0.7615873,0.7117308,0.637766,0.5864713,0.7771839,0.8124529,0.5531797
0.03074621,0.5170392,0.08097965,0.2340928,0.3184585,0.6664131,0.5997468,0.6119718,0.6610176,0.6513548,0.4849166,0.4285834,0.7265543,0.5679795,0.6651253,0.5368632,0.5358817,0.780812,0.6864674,0.5853568,0.665604,0.5543776,0.3898831,0.03412559,0.2776895,0.05755612,0.2749157,0.2038621,0.1137611,0.5034944,0.4523239,0.7293532,0.6098683,0.7931615,0.7186658,0.5290323,0.4739522,0.6080458,0.5952677,0.4873576,0.5748233,0.5362902,0.5465525,0.4114955,0.4701198,0.6268001,0.6450974,0.1223001,0.199149,0.291704,0.3516273,0.4759741,0.5223544,0.3946246,0.5691484,0.4564139,0.7158133,0.3833949,0.5533544,0.2217391,0.6801456,0.5401637,0.1881724,0.401488,0.145316,0.2669839,0.6575029,0.6544663,0.15933,0.3304288,0.3670984,0.4594428,0.5439007,0.3198014,0.6314644,0.6682888,0.6517606,0.558273,0.5295424,0.3490188,0.1418213,0.6445443,0.5116276,0.7317399,0.2581776,0.6692589,0.3566202,0.6271794,0.760789,0.2773395,0.1788006,0.727942,0.6705132,0.6615294,0.7357958,0.7133914,0.6364784,0.5829659,0.7754062,0.8120054,0.5567619
0.01521723,0.5397849,0.07931302,0.2340965,0.2940492,0.6641111,0.6115831,0.6093811,0.6668239,0.6530361,0.4789274,0.4372794,0.7217453,0.5655913,0.6640881,0.5365318,0.535946,0.7788032,0.6849,0.5878568,0.6650608,0.5472615,0.3838822,0.04669281,0.2754763,0.04589389,0.2928843,0.1896885,0.1212462,0.4910511,0.4422538,0.7345766,0.6261702,0.7960828,0.708653,0.527279,0.4767222,0.6043834,0.5937806,0.4839081,0.5801761,0.5286993,0.5473191,0.4129519,0.468399,0.6254628,0.6466833,0.1210169,0.2049595,0.2764386,0.34669,0.4676043,0.5263833,0.3951524,0.5476812,0.473536,0.7196572,0.3608797,0.5762473,0.2134508,0.6539745,0.5544088,0.2018379,0.365329,0.1054173,0.2690764,0.6795365,0.6327116,0.1530579,0.3103675,0.3748905,0.4661186,0.5403454,0.3190753,0.632486,0.6638737,0.653236,0.555572,0.4985856,0.378896,0.1488784,0.6467361,0.5141696,0.7290455,0.2568124,0.6783449,0.3465294,0.6359705,0.7561964,0.2939379,0.1626477,0.7346261,0.6916254,0.6590743,0.736305,0.7100408,0.6351768,0.5899767,0.7738913,0.8123515,0.5548553
0.0157049,0.4932623,0.08178528,0.2326164,0.3326865,0.6587031,0.6292593,0.6069355,0.6725441,0.6457841,0.4960133,0.4040024,0.7135856,0.5627205,0.6590641,0.5360265,0.5357374,0.7782477,0.6816595,0.5906411,0.6648794,0.5612508,0.3808387,0.07254141,0.2594473,0.07107303,0.2649222,0.1722464,0.1099785,0.4843065,0.4369695,0.7383737,0.6023512,0.7905509,0.7292627,0.5335447,0.4687647,0.6097955,0.5958567,0.4661702,0.5827026,0.5402495,0.5454419,0.4061394,0.4664654,0.623235,0.6500916,0.1193301,0.20777,0.3096924,0.3618176,0.4798989,0.5352188,0.3961346,0.5231767,0.4578947,0.7203244,0.4018861,0.5981334,0.2053574,0.6515642,0.5798284,0.2511079,0.4656153,0.1844783,0.2712252,0.6773605,0.6751798,0.1452175,0.3320291,0.3487151,0.4448666,0.5387954,0.3251733,0.630269,0.6776694,0.6488847,0.5697594,0.5882492,0.4412381,0.1335733,0.6478521,0.5089531,0.7167718,0.2589479,0.6620079,0.3360219,0.6097121,0.7488876,0.2669672,0.1480976,0.7331381,0.7262294,0.6569664,0.7160031,0.7151402,0.6314532,0.5757378,0.7788313,0.8113844,0.5590895
0.0200106,0.4816846,0.08409183,0.2318128,0.3473726,0.6618903,0.6175082,0.6042059,0.6781716,0.6476777,0.4908634,0.4103425,0.719129,0.5545062,0.6616964,0.5358633,0.5357955,0.7774854,0.6800056,0.5920768,0.664606,0.5690431,0.3730066,0.05912893,0.2490627,0.1008339,0.2692318,0.1621121,0.1016355,0.478051,0.4257802,0.7406023,0.5895825,0.7918729,0.7384768,0.5358256,0.4799882,0.6117015,0.597122,0.4801199,0.587796,0.5388682,0.5458814,0.4077116,0.4645117,0.6239782,0.650964,0.1170175,0.2105277,0.2985742,0.3715775,0.4876724,0.5396611,0.3795195,0.5335612,0.4546641,0.7178081,0.420014,0.6380332,0.2032809,0.6288851,0.5670342,0.2695814,0.4427246,0.1613738,0.2700598,0.6307556,0.7070846,0.1359565,0.3355933,0.338674,0.4362476,0.5354972,0.3194558,0.6287807,0.6869894,0.6453846,0.563931,0.6142806,0.4748637,0.1298904,0.6450875,0.5028471,0.7255802,0.2573349,0.6546936,0.314589,0.596584,0.7521902,0.2419585,0.1220576,0.7288352,0.7397817,0.6518548,0.7082645,0.7169439,0.6326646,0.5794421,0.780425,0.8112803,0.5617717
0.01504588,0.5053013,0.08562134,0.2334135,0.3625726,0.6601473,0.623382,0.6014593,0.6834453,0.649556,0.5011328,0.3975598,0.7164088,0.5578669,0.660431,0.5361891,0.5358587,0.775897,0.677729,0.5892916,0.6643693,0.5774545,0.3772597,0.08591391,0.2689311,0.08493357,0.261562,0.1812056,0.1060189,0.4713536,0.4316503,0.7382963,0.5958845,0.7893403,0.7467388,0.5312791,0.4658476,0.6137391,0.5964103,0.4711292,0.5852755,0.5405483,0.5453829,0.4049496,0.4622176,0.6247666,0.6492077,0.1203631,0.2131005,0.3041589,0.3665694,0.483768,0.5438835,0.3925062,0.5348963,0.447335,0.7142375,0.4436671,0.6194761,0.2004756,0.6228444,0.593746,0.2336775,0.4217856,0.1755251,0.2749029,0.6297269,0.6926295,0.1257722,0.3343643,0.3579024,0.4523874,0.5371508,0.3214629,0.6271874,0.6823485,0.6473144,0.5668043,0.6367092,0.4091845,0.1289067,0.6477177,0.5060412,0.7213489,0.2567399,0.6460782,0.3250635,0.6020118,0.7478126,0.2550955,0.1339858,0.7220502,0.7494784,0.6501398,0.7100503,0.7187406,0.6339259,0.572098,0.7818693,0.8116391,0.5610153
0.02906197,0.4577058,0.08723783,0.2316151,0.378212,0.655108,0.6406138,0.5951059,0.6961367,0.6439116,0.5058737,0.3924206,0.7043207,0.5457976,0.6549606,0.5357101,0.5354975,0.7709923,0.675817,0.5933481,0.6640403,0.5864666,0.3624254,0.1020113,0.2362865,0.1330976,0.2598769,0.1512461,0.09222895,0.4652982,0.4196683,0.7366317,0.5848196,0.7878358,0.761924,0.5400205,0.485953,0.6180953,0.5977394,0.4761626,0.595033,0.5394077,0.5449124,0.4035127,0.4599114,0.6206982,0.65022,0.1145342,0.2155484,0.3159136,0.3766111,0.4950948,0.5483691,0.3933065,0.492979,0.4413264,0.7076929,0.5182089,0.673187,0.2110977,0.6120557,0.607191,0.2883615,0.51102,0.1908296,0.2582869,0.5927821,0.7316824,0.08239195,0.3267659,0.3079615,0.4160768,0.5337662,0.3290527,0.6246119,0.69689,0.643366,0.5758678,0.6752731,0.5659959,0.1264804,0.6406733,0.4993541,0.7015858,0.2615715,0.6381742,0.304015,0.5884596,0.7397608,0.2117958,0.1019731,0.7036729,0.7674668,0.6425979,0.6981403,0.7220485,0.6288354,0.5683599,0.7842421,0.8118691,0.5508483
0.04305398,0.4468481,0.08943815,0.2314181,0.4106249,0.6573996,0.6462184,0.5983795,0.6923338,0.6419985,0.5104122,0.385429,0.7106964,0.5419877,0.6561304,0.5356051,0.5358001,0.7672278,0.6737051,0.5959417,0.6636913,0.6041638,0.3570271,0.1325056,0.2412231,0.1468651,0.257432,0.1386674,0.09784619,0.4586684,0.4130597,0.7266551,0.582027,0.7864824,0.7660727,0.5380049,0.4884735,0.6203783,0.5991336,0.4611033,0.5903565,0.5376258,0.5452177,0.4016084,0.4544776,0.6224893,0.6486225,0.1115429,0.2177789,0.3232586,0.3860375,0.4988423,0.5570005,0.3933109,0.5079275,0.4375003,0.6850677,0.4909257,0.6517588,0.2325724,0.5958956,0.6362292,0.3308585,0.5339079,0.1956304,0.2647028,0.6285046,0.7263019,0.1125806,0.3148622,0.3286624,0.4263958,0.529918,0.3345888,0.6257181,0.7019745,0.6387663,0.5790458,0.6573831,0.5367916,0.1342596,0.6433102,0.4916667,0.711883,0.2713771,0.6274625,0.2944499,0.5858943,0.7333876,0.1950075,0.09288837,0.714317,0.7584029,0.6486372,0.6942059,0.720533,0.6301762,0.5648433,0.7853431,0.81142,0.5519922
0.03483092,0.4707553,0.09178649,0.2309472,0.3942155,0.6563422,0.6349563,0.591609,0.6881317,0.6401072,0.5146306,0.3880079,0.7075617,0.5499794,0.6574802,0.5356472,0.535649,0.7735281,0.6715183,0.5946605,0.6638928,0.5954529,0.3681957,0.1171478,0.2357842,0.1166928,0.2558435,0.1256838,0.08744666,0.4513223,0.4061328,0.7320316,0.5793793,0.7850275,0.7549201,0.5411038,0.4829571,0.6159834,0.5984139,0.4559102,0.5926991,0.5401368,0.5452421,0.402292,0.4573062,0.6216455,0.6509436,0.1083377,0.2213835,0.3288305,0.3813305,0.4914528,0.5526731,0.3949506,0.4782876,0.4314837,0.6975409,0.4647968,0.6615487,0.2175405,0.5847061,0.6210288,0.3091094,0.4876879,0.1984597,0.2488878,0.5696152,0.7178634,0.09859232,0.3208808,0.317873,0.4046167,0.5318816,0.339823,0.6236284,0.6918946,0.6412223,0.5727643,0.6887399,0.5074009,0.1238178,0.6381482,0.4956251,0.7070438,0.2661184,0.6326553,0.2734337,0.5916886,0.7459934,0.2275333,0.1114635,0.6905228,0.7640055,0.6449234,0.7048031,0.7234619,0.6275953,0.5612811,0.7832131,0.8123907,0.5608325
0.06084051,0.4131997,0.09386437,0.2318992,0.4626957,0.6526566,0.6516883,0.5837265,0.7031577,0.6344908,0.5238785,0.3836731,0.7008903,0.5389726,0.6538221,0.5359096,0.53552,0.7632304,0.6692476,0.5989996,0.6630095,0.61353,0.3429266,0.1626389,0.2283873,0.1774457,0.2470818,0.09595689,0.08203561,0.4394572,0.3900223,0.7176543,0.5772511,0.7834609,0.7683092,0.5388109,0.4927291,0.6228168,0.5997972,0.4506112,0.6023582,0.535809,0.5448769,0.3994379,0.4514655,0.6186869,0.6458706,0.1003742,0.2242865,0.3391321,0.4025019,0.5023066,0.5613225,0.3989948,0.4381811,0.4145631,0.649976,0.5412395,0.6768042,0.265512,0.5573969,0.6493961,0.3534661,0.5564613,0.2042506,0.227416,0.5418428,0.7334423,0.04737587,0.3095332,0.2987087,0.3925084,0.5278076,0.3455429,0.6217261,0.7169061,0.636345,0.5896056,0.7112601,0.5925018,0.151754,0.633818,0.4875789,0.6964669,0.2877082,0.6234921,0.2862001,0.5822785,0.7131873,0.1782964,0.08707747,0.6754571,0.7692886,0.6397366,0.6888896,0.7258179,0.6233525,0.5580583,0.786707,0.8133603,0.549507
0.05271911,0.4345776,0.09608725,0.2330537,0.4276462,0.6538887,0.6570656,0.5794485,0.7064231,0.6382333,0.5191882,0.3819577,0.697283,0.5340019,0.6511336,0.5356804,0.5354496,0.7596924,0.6668512,0.5970242,0.6634344,0.6236362,0.3472147,0.1478569,0.2318655,0.1608244,0.2504404,0.1107998,0.07648813,0.4453986,0.3983733,0.7146731,0.5776998,0.7800187,0.7681003,0.5404121,0.4907705,0.6255277,0.6004569,0.4453858,0.5977345,0.5348946,0.5447569,0.4003885,0.4483263,0.6175275,0.6429911,0.09356607,0.2262479,0.3341093,0.3914507,0.5058158,0.5656008,0.4297275,0.4633576,0.4187189,0.6667495,0.5933734,0.6823848,0.2474528,0.5698926,0.6603357,0.3780197,0.5985774,0.2073351,0.2124028,0.5190393,0.7303137,0.06483439,0.3044268,0.2897667,0.3794068,0.5233188,0.3563869,0.6208175,0.7119469,0.6336091,0.5858381,0.7064666,0.6382591,0.1397374,0.6342161,0.4804218,0.6924649,0.2981082,0.6184335,0.2787018,0.5794331,0.7198101,0.1624034,0.07928784,0.6803447,0.7685654,0.637865,0.6825957,0.7246027,0.6262882,0.5531703,0.7860367,0.8139471,0.5516017
