1n,2n,3n,4n,5n,6r,7r,8r,9r,10r,11r,12n,13n,14n,15n,16n,17n,18n,19n,20n,21n,22n,23n,24n,25n,26n,27n,28n,29n,30n,31n,32n,33n,34n,35n,36r,37r,38r,39r,40r,41r,42r,43r,44r,45r,46r,47r,48r,49r,50r,51r,52r,53r,54r,55r,56r,57r,58r,59r,60r,61r,62r,63r,64r,65r,66r,67r,68r,69r,70r,71r,72r,73r,74r,75r,76r,77r,78r,79r,80r,81r,82r,83r,84n,85n,86n,87n,88n,89n,90r,91r,92r,93r,94r,95r,96r,97r,98r,99r,100r,101r
0.05470167,0.3731631,0.1018192,0.2491699,0.5415486,0.6907822,0.4752669,0.6067759,0.453401,0.6784567,0.4211261,0.399335,0.620349,0.5265619,0.6962128,0.5360624,0.5303726,0.761334,0.6994442,0.7023542,0.6964444,0.7769955,0.09629484,0.2269086,0.2308272,0.1133817,0.1839298,0.05920549,0.0401164,0.4596433,0.3149644,0.7000666,0.5574016,0.7429488,0.7292002,0.4308568,0.4206984,0.5599505,0.6298023,0.4597618,0.4913353,0.5102862,0.5512152,0.467303,0.4044561,0.5821094,0.616896,0.1543764,0.01769304,0.2279683,0.3343121,0.3756327,0.4209299,0.4082408,0.4071022,0.4647055,0.3172467,0.5263659,0.2231273,0.4746458,0.3069149,0.5310189,0.2570816,0.4236932,0.2022422,0.1068923,0.3390942,0.2421866,0.1600984,0.07692444,0.554692,0.6815523,0.5158199,0.4772035,0.6460901,0.6946945,0.689626,0.6330393,0.2438565,0.3950392,0.3268391,0.768625,0.5824451,0.6494781,0.3194019,0.5898147,0.2598244,0.5769542,0.6714444,0.443135,0.3930312,0.2881487,0.3389807,0.8167325,0.7645612,0.6305224,0.6793234,0.6205164,0.672172,0.8126405,0.4950457
0.04204609,0.36532,0.1043209,0.2534339,0.5988806,0.6847163,0.4900293,0.5975983,0.4610802,0.6762236,0.3860503,0.4368836,0.6080523,0.5265726,0.6921104,0.5361081,0.5304013,0.7460145,0.6969114,0.6998079,0.7020605,0.7795038,0.09601278,0.227965,0.222628,0.08623695,0.1691976,0.07930513,0.02846831,0.4640767,0.2925981,0.6885288,0.5661595,0.7278478,0.7280698,0.4298754,0.4203265,0.5583131,0.6285766,0.4537788,0.5077556,0.5116323,0.5505764,0.4693232,0.4057369,0.5793173,0.623032,0.1528018,0.01778376,0.2238716,0.3268494,0.3762965,0.4249862,0.4220749,0.4733437,0.4980278,0.3244222,0.5173123,0.2079736,0.4535068,0.4126955,0.4884028,0.2424523,0.3978253,0.1961922,0.1271863,0.3692857,0.2288804,0.2055116,0.1366416,0.5418528,0.6191069,0.5102926,0.4683874,0.6448852,0.711408,0.686958,0.6245723,0.2371774,0.3496166,0.2983738,0.7630186,0.5800233,0.6450884,0.3783616,0.5794713,0.2721408,0.567854,0.6637796,0.4042161,0.3632565,0.3198685,0.3414273,0.8121144,0.7912299,0.6555803,0.676784,0.6164393,0.6759821,0.8082115,0.4961295
0.04902305,0.351221,0.1072492,0.2558193,0.6163635,0.6875476,0.494316,0.5954334,0.4648427,0.6739221,0.3972144,0.4683939,0.601311,0.526098,0.6949552,0.5361556,0.5303746,0.7568772,0.6943779,0.7006033,0.7028601,0.7819243,0.09523425,0.2187506,0.2073067,0.09599167,0.1792454,0.1010306,0.01685101,0.4663121,0.3040886,0.6940033,0.5721834,0.7316672,0.7251121,0.4293041,0.4200624,0.5588849,0.6279442,0.4517928,0.4994152,0.5128408,0.5507175,0.4682646,0.4060258,0.5794117,0.6247624,0.1536481,0.0235086,0.2238309,0.3199783,0.3791943,0.4340506,0.4164897,0.5010789,0.4951449,0.3467585,0.4973453,0.2090099,0.4400335,0.3837738,0.5115721,0.22762,0.3882713,0.1974879,0.1507957,0.4008321,0.2243995,0.1892872,0.1246132,0.5318789,0.6356591,0.5103949,0.4591267,0.6416095,0.7072383,0.6882864,0.6287599,0.2359842,0.3375747,0.2768991,0.7532863,0.5773467,0.6409777,0.3627363,0.5865743,0.2784937,0.5647995,0.6681048,0.4214731,0.346005,0.3373594,0.3480581,0.8197669,0.8108,0.6492937,0.6747938,0.6185728,0.6817401,0.8066421,0.4961005
0.04566082,0.3573469,0.1053882,0.2515239,0.5802727,0.6822312,0.498577,0.599755,0.4570334,0.6718549,0.3917246,0.4520215,0.594,0.5268505,0.6935909,0.5361349,0.5304334,0.75151,0.6916446,0.6990657,0.7040078,0.7836186,0.09553482,0.2240497,0.2138892,0.104989,0.1742629,0.1221611,0.01996437,0.4696098,0.2803441,0.6843432,0.5796775,0.7234788,0.7218763,0.4303335,0.4203685,0.5577151,0.6272978,0.449947,0.5121377,0.5131418,0.5508422,0.4704284,0.4048453,0.5797638,0.620523,0.1528981,0.01956327,0.2246078,0.3231859,0.3774807,0.429462,0.4120565,0.5301399,0.4871868,0.3393001,0.5073964,0.20168,0.4483316,0.3573922,0.5006708,0.2127247,0.4059556,0.1998953,0.13865,0.434122,0.2218319,0.2221288,0.152482,0.5144061,0.6047051,0.5100017,0.4635429,0.6433601,0.715496,0.6855726,0.6202929,0.2441486,0.3601514,0.2872019,0.7584029,0.57459,0.6431471,0.3952343,0.5831199,0.2867148,0.57055,0.6606649,0.3792626,0.3316313,0.3564123,0.3437909,0.8174022,0.8025981,0.6429031,0.6728711,0.6140222,0.6788958,0.8097216,0.4962364
0.02693304,0.3406361,0.1090249,0.2580838,0.6336278,0.6726347,0.5099907,0.5888332,0.4688876,0.6669564,0.380201,0.4857965,0.5691256,0.5271651,0.6881211,0.5361498,0.5304241,0.7405855,0.6889886,0.6983693,0.7048215,0.7840033,0.09333487,0.2131405,0.1963106,0.0495407,0.1535487,0.1435171,0.01409265,0.4750307,0.2701663,0.6807143,0.5971853,0.7188134,0.7188105,0.4279194,0.420468,0.5563018,0.6258525,0.447255,0.5036413,0.5132276,0.550421,0.4712178,0.4068542,0.580659,0.6299851,0.1517502,0.02991993,0.2246403,0.3169666,0.381291,0.4386711,0.4315008,0.5834172,0.5227625,0.3650646,0.4867457,0.2072801,0.4285043,0.4705354,0.4774631,0.199455,0.3658495,0.2163706,0.16385,0.5264111,0.2287473,0.2372769,0.1811968,0.5040455,0.5707654,0.5077327,0.4392795,0.6360548,0.722957,0.6826745,0.6157689,0.2505299,0.3012731,0.2464879,0.7480034,0.5693849,0.6302575,0.4128904,0.5719778,0.3068007,0.5575026,0.657511,0.363785,0.3185908,0.3778843,0.3666353,0.7967247,0.8175813,0.6616421,0.6709294,0.6113855,0.691949,0.8049131,0.4970486
0.03238983,0.3450902,0.114638,0.2638403,0.6507766,0.6789066,0.5024155,0.5933252,0.4734088,0.6683513,0.4089748,0.5036965,0.5862715,0.527204,0.6857318,0.5360933,0.5305,0.7354929,0.6863178,0.6972288,0.7054362,0.7831098,0.09488343,0.2019272,0.2015259,0.06317443,0.1588536,0.1641945,0.02253247,0.4787822,0.2596279,0.6778037,0.5878852,0.7137837,0.7154813,0.4284434,0.4209422,0.5571555,0.6250528,0.4491513,0.5206907,0.512859,0.5497219,0.4715354,0.406419,0.5801888,0.6282987,0.1504128,0.03055467,0.2243205,0.3138072,0.386434,0.4435863,0.4342162,0.5512892,0.5109317,0.3841346,0.4747876,0.2121087,0.4211499,0.4987681,0.4580756,0.1764603,0.3537368,0.2118654,0.1945513,0.4963188,0.2230594,0.2609184,0.1714382,0.4830861,0.5947512,0.5090937,0.4541768,0.6397414,0.7193051,0.6814048,0.6111139,0.2597655,0.3126825,0.256388,0.7389832,0.5719391,0.6345371,0.4308683,0.5757397,0.2960643,0.5532448,0.6505597,0.3439837,0.292672,0.4008338,0.3559584,0.8049505,0.8209711,0.6737384,0.6693017,0.6060825,0.6883878,0.8031119,0.4970648
0.03814146,0.3371335,0.1114346,0.2611456,0.6666555,0.675629,0.5061039,0.5910957,0.4783233,0.6700304,0.3595183,0.5226503,0.5779819,0.5270754,0.6901872,0.5361661,0.5304942,0.7313455,0.6837276,0.6977637,0.7061788,0.7787335,0.0945792,0.2074529,0.192642,0.07538769,0.1638111,0.2045549,0.01705318,0.4716009,0.249568,0.6754408,0.6072558,0.7085572,0.7120255,0.4287926,0.4213381,0.5569011,0.6265141,0.4447224,0.516425,0.5142356,0.5500738,0.4722031,0.4068891,0.5799308,0.6265971,0.1479941,0.02543167,0.2261765,0.3110411,0.3837934,0.4487854,0.4269641,0.569661,0.5203986,0.4013497,0.4625179,0.2189114,0.4355137,0.4415666,0.4672535,0.1872239,0.3776807,0.2055625,0.1778685,0.4661855,0.2328823,0.2508849,0.1622894,0.4953244,0.5844474,0.5102152,0.4470326,0.6376736,0.7265743,0.6841784,0.606568,0.2724372,0.3247485,0.2662528,0.7445552,0.566823,0.6379839,0.4496581,0.5682821,0.319099,0.5610905,0.653836,0.33247,0.3013295,0.4279482,0.3802775,0.7898637,0.8216287,0.6678517,0.6679288,0.6087776,0.6846858,0.8010824,0.4965823
0.01516819,0.3354871,0.1238869,0.2675174,0.7132533,0.6697687,0.517408,0.5839204,0.4935002,0.6643316,0.3640356,0.5414744,0.5493887,0.5267756,0.6764609,0.5362352,0.5305668,0.7238955,0.6809931,0.6963553,0.7074674,0.7752424,0.09428886,0.1904115,0.1900347,0.02325111,0.1475193,0.1845966,0.03932559,0.4812713,0.2349187,0.6714436,0.6180409,0.6971637,0.7061132,0.4279025,0.4219206,0.5569827,0.6241141,0.4397024,0.5329806,0.5152861,0.549045,0.474219,0.4074468,0.5825328,0.633286,0.1408226,0.03250006,0.2341609,0.3063562,0.3894531,0.4542836,0.435608,0.5947821,0.5469323,0.4465851,0.4502958,0.2448062,0.4078017,0.5263018,0.4424274,0.1515848,0.3308496,0.2199208,0.2292569,0.5780487,0.2552113,0.2665419,0.1957326,0.4732481,0.5536464,0.5040705,0.4155096,0.6343831,0.7301988,0.6799171,0.597406,0.2885714,0.2790014,0.2362967,0.7350076,0.5641971,0.6254188,0.5093026,0.5644808,0.3791304,0.5441535,0.6472272,0.3056762,0.2869604,0.4541421,0.4394048,0.781756,0.8198641,0.6908476,0.6665887,0.6030822,0.6994181,0.7974965,0.4969678
0.02179015,0.339033,0.1199215,0.2661115,0.6981193,0.6649758,0.5212618,0.5864983,0.4832029,0.6626917,0.3746029,0.5612968,0.5383878,0.5264117,0.6799917,0.5364008,0.5306414,0.7272682,0.6779538,0.6960363,0.7066786,0.7726444,0.09338658,0.1836269,0.1842599,0.01371106,0.1417465,0.2395746,0.03182268,0.4835168,0.2417049,0.6686447,0.6291442,0.7031175,0.7086841,0.4275686,0.4223758,0.5565158,0.6231736,0.4423369,0.5291111,0.517667,0.548804,0.4733451,0.408324,0.5816191,0.6346872,0.1426989,0.03834796,0.2305718,0.3088058,0.3926912,0.4655433,0.4348105,0.6176205,0.5560245,0.4688467,0.4243038,0.2297509,0.416849,0.5769812,0.4494384,0.1657938,0.3214938,0.2160232,0.2464584,0.5531434,0.2456481,0.2680047,0.1880821,0.4558347,0.5641465,0.5025904,0.4312749,0.6330222,0.733608,0.6760845,0.6020471,0.3301671,0.2692039,0.2268288,0.7005522,0.5590289,0.6200224,0.4891261,0.5605029,0.3628693,0.5488498,0.6413426,0.3164847,0.2695601,0.5145731,0.3979244,0.7811819,0.8095863,0.685461,0.6646449,0.5998381,0.6957608,0.7991458,0.4978366
0.01304725,0.3363067,0.11739,0.2683586,0.682622,0.667115,0.5137491,0.5810552,0.4882269,0.6656522,0.3690545,0.5814283,0.559679,0.5263869,0.6830398,0.5363119,0.5305733,0.7208442,0.6750044,0.6967658,0.7070916,0.781239,0.09422721,0.1965106,0.1871409,0.03400135,0.1360532,0.223356,0.0505259,0.4846447,0.2298292,0.6737305,0.6407317,0.6910396,0.7034235,0.4275509,0.422082,0.556259,0.6222214,0.4369844,0.5248911,0.5164278,0.549435,0.4728824,0.4076042,0.5832188,0.6317617,0.1454464,0.03652657,0.2278846,0.3048085,0.395869,0.4596969,0.4319614,0.6073027,0.5369788,0.4240151,0.4379096,0.2606952,0.4005398,0.5530777,0.4395109,0.1579182,0.3416309,0.2218779,0.2114954,0.6015849,0.2748019,0.2695257,0.2035376,0.4654915,0.5462687,0.5059564,0.42286,0.6315768,0.7369652,0.6784724,0.5931145,0.307586,0.2893678,0.2185226,0.7358222,0.5615254,0.6144407,0.4691264,0.5565197,0.3473378,0.5394071,0.6440279,0.2988765,0.2779698,0.4852779,0.4174592,0.7699305,0.8158213,0.6796889,0.665597,0.5965285,0.7024831,0.7959045,0.498985
0.02060929,0.3519318,0.1369144,0.2688318,0.7271125,0.6630979,0.5250244,0.574268,0.4988886,0.6612357,0.3569693,0.6226168,0.5039263,0.5261841,0.6732525,0.5367588,0.5307897,0.7180642,0.6689386,0.6954491,0.7077692,0.7707575,0.09534527,0.1753124,0.1765351,0.03854639,0.1303624,0.2532368,0.07048607,0.4859805,0.226844,0.6644176,0.6653266,0.677599,0.6990051,0.427818,0.4242943,0.557401,0.6212572,0.4304353,0.5398872,0.5189186,0.548202,0.4755342,0.40953,0.5841036,0.6360408,0.1380353,0.04346526,0.2374719,0.302124,0.4026613,0.4769107,0.4262653,0.6346087,0.5520205,0.5186983,0.411612,0.2989239,0.3920332,0.6417519,0.4348846,0.1416577,0.3066791,0.2108707,0.2727956,0.6244521,0.3211896,0.2651241,0.2231779,0.4464381,0.5310336,0.499961,0.3938891,0.6273395,0.7400367,0.6709801,0.5888016,0.3543285,0.2614199,0.2091153,0.7145745,0.5505398,0.5960166,0.5673162,0.5481209,0.3328331,0.5295243,0.6388436,0.282863,0.245203,0.5435371,0.4611588,0.7447921,0.8032258,0.6961923,0.6632251,0.5852945,0.707898,0.7925773,0.5003214
0.01672319,0.3612146,0.1314586,0.2689029,0.7508419,0.660235,0.5328898,0.5704666,0.5107425,0.657618,0.3550293,0.6432049,0.5269684,0.5261135,0.670031,0.5364891,0.5306202,0.7154527,0.6720452,0.6954067,0.707882,0.7694314,0.09744698,0.1657265,0.1815927,0.02174497,0.1241428,0.2652649,0.07990824,0.4858115,0.2256607,0.6669484,0.6527256,0.6701406,0.6971186,0.427628,0.4235432,0.5587656,0.6190484,0.4266699,0.5428524,0.520169,0.5485923,0.4749526,0.411545,0.583715,0.6368198,0.1395047,0.04923778,0.2447701,0.3030168,0.3989828,0.4709786,0.4305929,0.6274064,0.5523678,0.5437669,0.3997669,0.2776462,0.382853,0.6217404,0.4338915,0.1431345,0.3040066,0.2151606,0.2798495,0.6453971,0.2973231,0.2623162,0.2335151,0.4244903,0.5369988,0.5004684,0.4006096,0.6300246,0.7460349,0.6736029,0.5801468,0.4092014,0.2558904,0.1998708,0.6890415,0.5535099,0.6084943,0.5291631,0.5437396,0.3961543,0.5346239,0.6363883,0.2758024,0.2627704,0.5987669,0.511111,0.7402341,0.7878668,0.7009436,0.6624247,0.5930296,0.7113782,0.7905974,0.5014452
0.02489995,0.3446103,0.1272991,0.2691025,0.7396307,0.6615644,0.5289124,0.5778872,0.5046855,0.6594597,0.3579027,0.6020332,0.5156707,0.5264749,0.6674985,0.5369384,0.5307822,0.7128192,0.6655628,0.6956291,0.7079861,0.7694255,0.0971557,0.1545518,0.1794834,0.05641339,0.1185428,0.2717045,0.06015776,0.4870027,0.2253397,0.6624765,0.6779689,0.684665,0.7009808,0.4277103,0.4231145,0.5580629,0.6201563,0.4339372,0.5364285,0.5214267,0.5481358,0.476093,0.4109319,0.5845469,0.6358672,0.1386022,0.04802687,0.2412919,0.3031868,0.4060293,0.4824014,0.4204258,0.6404949,0.5507553,0.4934756,0.3909364,0.3217265,0.3745268,0.5999896,0.4337726,0.1471816,0.3136758,0.2006941,0.2611328,0.662734,0.3463508,0.2637146,0.2133201,0.436193,0.5235471,0.5012774,0.4075899,0.6287319,0.7430913,0.6722434,0.5842862,0.3795143,0.2537448,0.1890063,0.6852577,0.5562115,0.6025162,0.5484239,0.5524718,0.4135774,0.524199,0.6341631,0.2904906,0.2546411,0.572062,0.4863595,0.7473051,0.7969284,0.705447,0.6639409,0.5891839,0.7044116,0.7944602,0.5005883
0.04042574,0.3719835,0.1571997,0.2701825,0.7586769,0.6590272,0.5413085,0.5660983,0.5301112,0.6557611,0.3530618,0.6634318,0.4837518,0.5270507,0.6643594,0.5375498,0.5307743,0.7100766,0.6579182,0.6954877,0.708294,0.7678879,0.09691553,0.141018,0.1738261,0.0755417,0.1125973,0.2747431,0.09073725,0.4879581,0.2259343,0.6610182,0.704061,0.6622106,0.6953319,0.427767,0.426332,0.5597519,0.6148955,0.4192649,0.5455205,0.5227776,0.5468366,0.4767504,0.4121948,0.5851911,0.6392664,0.1365984,0.05240557,0.2514235,0.3028338,0.4095906,0.4877244,0.4112306,0.6459339,0.5436,0.6189889,0.3810814,0.3443656,0.3664849,0.6740678,0.4502438,0.1408594,0.3020038,0.1810605,0.2834126,0.6791213,0.3720869,0.2628922,0.2435555,0.4122111,0.5001111,0.4997644,0.3807888,0.6239471,0.7487339,0.6686742,0.5719357,0.4379924,0.2563124,0.1598532,0.6730108,0.547583,0.5838131,0.6196247,0.5394323,0.4313208,0.5078361,0.6299391,0.2610796,0.2086213,0.6242511,0.5869483,0.6942522,0.7835839,0.7093879,0.6608537,0.5813115,0.7150353,0.7881877,0.4975683
0.04829667,0.3839366,0.1431126,0.2716433,0.7639776,0.6577446,0.5459262,0.5614172,0.5168943,0.653994,0.3535148,0.6829343,0.4943758,0.5272063,0.662215,0.537339,0.530763,0.7052117,0.6536144,0.6954488,0.7084889,0.7673467,0.09780445,0.1115597,0.1708669,0.09362021,0.1062991,0.2702866,0.1124426,0.4890164,0.2273552,0.6598322,0.6907246,0.6452323,0.6924121,0.4277397,0.4256672,0.5615991,0.6162903,0.4230888,0.5505251,0.5264645,0.5474422,0.4776319,0.4125351,0.5851317,0.637656,0.1360015,0.0562764,0.2483388,0.3034472,0.4168869,0.4933917,0.4005064,0.6476398,0.5363381,0.595275,0.3636143,0.3976243,0.3576293,0.6592803,0.4416376,0.1411276,0.2998759,0.1934777,0.2851084,0.7011541,0.4021278,0.2724434,0.2547282,0.4011445,0.5159417,0.4989294,0.387608,0.62265,0.7533418,0.6698865,0.5682403,0.5002856,0.2543922,0.1809629,0.6759599,0.5417997,0.5901843,0.5848246,0.5295092,0.4493761,0.518817,0.6276887,0.2518529,0.2221249,0.6467152,0.5369959,0.7053084,0.7524346,0.7167138,0.6616544,0.57276,0.7220045,0.7834821,0.4979841
0.03413781,0.3974818,0.1493205,0.2693263,0.7655833,0.6564662,0.5369863,0.55604,0.5234473,0.6521556,0.3667403,0.7007198,0.4747826,0.527162,0.6625025,0.5371289,0.5308473,0.7075115,0.6618214,0.6953766,0.7080514,0.7651619,0.09826288,0.1270587,0.1678481,0.1128043,0.1007425,0.2746566,0.1010099,0.4906406,0.2298221,0.6586198,0.7172251,0.6538343,0.6938027,0.4278905,0.4249801,0.5606743,0.6179302,0.4148347,0.5479983,0.5246,0.5454569,0.4785052,0.4131057,0.5854119,0.638486,0.1345275,0.05950223,0.25451,0.302782,0.4130475,0.4987179,0.3900065,0.6451417,0.5383756,0.5693152,0.369709,0.3659478,0.3505812,0.6860604,0.4362784,0.1396591,0.3022045,0.1672028,0.2855967,0.6921189,0.42892,0.2667623,0.2658022,0.3909682,0.5089051,0.4993772,0.3739269,0.6257179,0.751072,0.6675238,0.5759882,0.4682858,0.2607993,0.1705542,0.6787524,0.5448044,0.577719,0.6018237,0.5341439,0.4679326,0.5132533,0.6321585,0.2405893,0.2341912,0.6672603,0.5625209,0.7080411,0.7888324,0.7134301,0.6598205,0.5771094,0.7185444,0.7857199,0.4990312
0.05381848,0.4111902,0.1652681,0.2736686,0.7649617,0.6535124,0.555891,0.5503792,0.5369635,0.6487506,0.3794651,0.7476403,0.4520277,0.5266838,0.6625381,0.537681,0.5307341,0.7030126,0.6490174,0.69548,0.7088057,0.7555649,0.09941861,0.07770579,0.161413,0.1718847,0.09399319,0.256115,0.1393194,0.4918136,0.2322178,0.6572774,0.7440148,0.6368209,0.6911064,0.4283648,0.4277441,0.5629215,0.6137422,0.4103146,0.5577883,0.5341915,0.5434587,0.4809067,0.4145269,0.5848669,0.6411098,0.1330277,0.06410167,0.2588612,0.3045437,0.4209642,0.5039167,0.3798709,0.6423748,0.5352614,0.6633497,0.3596123,0.4462886,0.3332068,0.7101307,0.4760743,0.1487241,0.3053671,0.1502929,0.275272,0.7111102,0.4599133,0.2787028,0.2778754,0.3831907,0.4819044,0.4974142,0.3525316,0.6213869,0.7553974,0.6661795,0.5613885,0.5296791,0.2692216,0.1498976,0.6803706,0.5345876,0.5657158,0.6656426,0.5135333,0.4866185,0.5023313,0.62334,0.2695889,0.1791811,0.7028046,0.6109811,0.678494,0.76467,0.7229125,0.6575752,0.5684111,0.725412,0.779857,0.4988035
0.06072284,0.4263106,0.1747465,0.2794157,0.7612445,0.6549702,0.5507607,0.537345,0.5513488,0.6471171,0.3916633,0.732764,0.4586907,0.5260324,0.6627756,0.5376559,0.5308329,0.7007958,0.6392662,0.695417,0.7085429,0.7494153,0.1008514,0.09503251,0.1647685,0.1329155,0.08030111,0.2484799,0.1251668,0.4930233,0.235555,0.6558635,0.730303,0.6214271,0.6898509,0.4279438,0.4268892,0.5644761,0.6083312,0.4054164,0.5552816,0.5287406,0.5378386,0.4794286,0.4136297,0.584739,0.6398994,0.128832,0.06192371,0.2617438,0.30599,0.425351,0.5086067,0.3646596,0.6382444,0.5356584,0.6410511,0.3662237,0.41956,0.3226421,0.696696,0.4616345,0.1569057,0.3140753,0.132545,0.2795251,0.7120593,0.5198357,0.2962713,0.2922901,0.3761189,0.4733212,0.4983701,0.3598045,0.6192854,0.7598848,0.6649734,0.5586631,0.5585945,0.2895914,0.1400374,0.6787348,0.5384394,0.5715343,0.6351876,0.5244772,0.505739,0.4971312,0.6209347,0.2286632,0.1945738,0.7154319,0.6348745,0.6802472,0.7464712,0.7254369,0.6565468,0.564104,0.7322972,0.7786236,0.500243
0.06672949,0.4422172,0.1849091,0.2761733,0.7557436,0.6517873,0.5610859,0.5439101,0.544184,0.6504078,0.3854967,0.7173382,0.4664176,0.5252548,0.6639355,0.5376843,0.5307341,0.6986545,0.6441141,0.6955613,0.709093,0.760957,0.1039073,0.06091737,0.1576423,0.1522514,0.08751752,0.2641805,0.1548945,0.4941767,0.2403785,0.6543766,0.7565094,0.6288884,0.6886434,0.4298326,0.4281819,0.5663046,0.6127024,0.4004214,0.5527161,0.5313655,0.5417235,0.480298,0.4154128,0.5847986,0.6405787,0.1310953,0.07062419,0.2649001,0.3075871,0.4300564,0.5134661,0.3565371,0.628455,0.5271412,0.6834765,0.3683035,0.4749847,0.3417693,0.7041143,0.4931017,0.1463203,0.3238134,0.1106762,0.2701383,0.7072033,0.4900653,0.2881268,0.3088697,0.3699551,0.4909399,0.4961276,0.3670692,0.6203094,0.7576923,0.6639457,0.5646268,0.5871572,0.276592,0.1302821,0.6759564,0.5311987,0.5597386,0.6503975,0.5188476,0.524889,0.4920276,0.6255723,0.2151002,0.16468,0.6860238,0.6564623,0.6775045,0.7230389,0.7198885,0.6587328,0.5599875,0.7289581,0.7814432,0.4995238
0.07992315,0.4587273,0.2032306,0.2893648,0.749968,0.648472,0.5721685,0.530294,0.5585189,0.6454083,0.3544523,0.7618535,0.4461879,0.5242623,0.6647403,0.5375074,0.5306354,0.6938534,0.6342072,0.6951246,0.7098728,0.7384334,0.1040068,0.04550129,0.1503434,0.2322289,0.06383659,0.2398058,0.1722021,0.498124,0.2460078,0.6514009,0.7685803,0.6146578,0.6858411,0.4309178,0.4288444,0.5718968,0.611392,0.3889702,0.5601991,0.5405232,0.5285805,0.4813843,0.4165246,0.5849597,0.6416882,0.1161345,0.07750417,0.2682751,0.3091079,0.4392713,0.527492,0.349933,0.6176825,0.4976608,0.7363225,0.388189,0.4991104,0.3126037,0.7128745,0.5288447,0.1914,0.378494,0.06506611,0.2664942,0.7105427,0.5493751,0.2982449,0.3229119,0.3423539,0.4657881,0.4950376,0.3454663,0.618163,0.7620311,0.6612582,0.5568036,0.6114255,0.3042333,0.1220185,0.6756036,0.5219883,0.5418849,0.679731,0.5081223,0.5449171,0.48206,0.6182882,0.1711511,0.121061,0.7272319,0.6758747,0.6664814,0.7203538,0.7276139,0.6532399,0.5476621,0.7357155,0.7772436,0.5009812
0.0724485,0.4923381,0.1944154,0.2825955,0.7445615,0.6501797,0.5665231,0.5159301,0.5655484,0.6439041,0.3979345,0.7748752,0.4382141,0.5225215,0.6652874,0.5375859,0.5302511,0.6963202,0.6229247,0.6952201,0.7094395,0.7434337,0.1039477,0.02909579,0.1540982,0.2128836,0.0722186,0.2334218,0.1903547,0.4966527,0.2534771,0.6501259,0.779402,0.6088251,0.687266,0.4350365,0.4293368,0.5681892,0.6100635,0.3948249,0.5626038,0.5440601,0.5334347,0.4818581,0.4161821,0.5860273,0.6440048,0.1214049,0.07481865,0.2715482,0.3133027,0.4440484,0.5183665,0.3530142,0.6043788,0.5111951,0.7023103,0.3755767,0.5246704,0.2903736,0.7132043,0.5464563,0.1774172,0.3387139,0.04282842,0.269251,0.7014769,0.5767341,0.3018611,0.3382795,0.3536806,0.4589243,0.49412,0.3312376,0.6171255,0.7639709,0.6626415,0.5556538,0.6355109,0.3439318,0.1062267,0.6700594,0.5266176,0.5478522,0.6931304,0.4969223,0.5836946,0.4869427,0.615528,0.1302169,0.1349049,0.7356998,0.6947175,0.6685451,0.6952006,0.7297021,0.6542894,0.5516444,0.7427874,0.7767799,0.5015939
0.08698056,0.475457,0.2136795,0.2857386,0.7385061,0.646885,0.5779881,0.5230907,0.5727445,0.6423256,0.3623147,0.7874752,0.4420442,0.5233399,0.6657732,0.5375076,0.5305334,0.6915316,0.6288123,0.6948953,0.7101932,0.7349799,0.1023811,0.01632642,0.1463675,0.1923972,0.05505033,0.2339889,0.2078751,0.4954988,0.2618997,0.6529014,0.7896172,0.6032867,0.6842027,0.4328977,0.4297114,0.5699958,0.6067156,0.3827353,0.5650291,0.5374167,0.5236973,0.482382,0.4163614,0.5864442,0.6429483,0.1248712,0.08168064,0.2750842,0.3111273,0.4346957,0.522867,0.3503641,0.5837617,0.4675208,0.7195471,0.3836751,0.550157,0.3005332,0.7086785,0.5105295,0.1663236,0.3574079,0.08820811,0.2684593,0.7067233,0.6038352,0.2985202,0.350822,0.3629093,0.4528748,0.4950351,0.3381335,0.6162574,0.7657879,0.6595624,0.5557031,0.6561574,0.3226644,0.1144832,0.6666847,0.5169286,0.5537873,0.7036965,0.5024867,0.5649176,0.4772477,0.6122023,0.1424018,0.1491691,0.7418937,0.7112902,0.6623597,0.7032189,0.7311922,0.6553369,0.5557738,0.7393152,0.7778347,0.5007637
