qs
0.5122996
0.5119948
0.5123924
0.512262
0.5123107
0.5122224
0.51215
0.5122338
0.5122461
0.5126492
0.5124014
0.5124835
0.5127718
0.5128773
0.5129368
0.5126635
0.512903
0.5124209
0.5125878
0.512557
0.5123719
0.5127758
0.512708
0.512578
0.5126887
0.5127025
0.5126756
0.512582
0.5125614
0.5126858
0.5123184
0.512268
0.5120348
0.5116099
0.5118446
0.5112901
0.5111519
0.5107895
0.5105143
0.5100614
0.5098333
0.5102478
0.5096483
0.5096501
0.50956
0.5099216
0.5103679
0.5100614
0.5107587
0.5111893
0.511704
0.5133639
0.512769
0.51208
0.513912
0.5151777
0.5145885
0.5160004
0.5155897
0.5167547
0.5172818
0.5182996
0.5177978
0.5187253
0.5193436
0.5197306
0.5201188
0.5205916
0.5210933
0.5228692
0.5218369
0.5223323
0.5235987
0.5232356
0.5242394
0.5238609
0.5250407
0.5245215
0.5262061
0.5256096
0.526768
0.5272104
0.5274892
0.5274482
0.5272675
0.5269286
0.5270827
0.5268449
0.5267987
0.5267373
0.5277293
0.5285515
0.5272347
0.5292484
0.5297599
0.5303733
0.5310521
0.5306706
0.5308617
0.5311186
0.5311218
0.5313305
0.5325661
0.5317783
0.5334525
0.5356114
0.5369745
0.534361
0.5414253
0.5401586
0.538475
0.5428157
0.5459612
0.5443869
0.5487857
0.5471907
0.5503583
0.5527459
0.5666494
0.5602699
0.5721045
0.5817899
0.5775008
0.5865198
0.5908343
0.594831
0.5987538
0.6020465
0.6050615
0.6100466
0.6076953
0.6120512
0.6188745
0.6160386
0.6174522
0.6141406
0.6208285
0.6200464
0.6225385
0.621785
0.6226836
0.6231272
0.6230368
0.6231087
0.6230518
0.6228897
0.6228832
0.6228079
0.6228759
0.6228158
0.6229765
0.6228931
0.6229962
0.6233161
0.623007
0.6241089
0.6235899
0.6254992
0.6248627
0.626056
0.6259781
0.625674
0.624828
0.6256296
0.6251303
0.6245217
0.6242396
0.6238788
0.6229721
0.6234872
0.6224409
0.6217414
0.6208997
0.6200567
0.6192285
0.6188012
0.6151894
0.6179366
0.6161437
0.6172042
0.6132324
0.6142511
0.6123867
0.6110587
0.6104649
0.6116511
0.6099944
0.60949
0.6087633
0.608021
0.6073316
0.6066651
0.6060193
0.604624
0.605392
0.6039006
0.603223
0.6028022
0.6031211
0.6029548
0.6030906
0.6021668
0.6027664
0.6031402
0.6014328
0.6001327
0.6007102
0.5993423
0.598798
0.598042
0.5971817
0.5956119
0.5962743
0.5941801
0.5948968
0.5934643
0.5919158
0.5929024
0.5924268
0.5914035
0.5908563
0.5903172
0.5887274
0.5891704
0.5897335
0.5881404
0.5856607
0.5861967
0.5865866
0.5871209
0.5875539
0.5849061
0.5845323
0.5853123
0.5838456
0.5835572
0.5841452
0.582766
0.5832341
0.5829903
0.5825198
0.5824203
0.5821512
0.4687185
0.468377
0.47023
0.4688796
0.4707318
0.4694639
0.467279
0.4740261
0.4702421
0.4850087
0.4909573
0.4786907
0.4908622
0.4830346
0.4951443
0.4680838
0.4769486
0.458221
0.4495901
0.4401693
0.429384
0.3416784
0.379444
0.4165952
0.3609138
0.3403585
0.3540178
0.3954925
0.3388917
0.3389865
0.3325475
0.3364603
0.3258067
0.3070711
0.312781
0.3189779
0.2961821
0.3016991
